1000012860,43282233_	
1000247605,596186071_	
1000333117,1000344289_	
1000348020,1649255036_	
100034845,169339529_	
1000351303,1590874315_	
1000375376,635882917_	
1000666513,169203229_	
1000678980,1316643685_	
1000916322,471738418_	
1000962074,893545969_	
100104446,277359183_	
100159767,1591007239_	
100164422,64862232_	
100188103,238718527_386185614_	
100189762,21915883_	
1002477324,22022618_26493482_	
1002564138,1429611128_	
100267308,594080172_	
1002710480,39488752_	
1002715513,559774064_	
100275526,1976552448_	
1002762133,43831837_	
1002893460,1618960526_	
100305220,334904163_	
1003087878,305810917_	
100312878,721788980_	
100344994,1134647029_	
1003577418,1626339204_	
1003974626,1373732509_	
100403185,299206723_	
1004086122,356264652_	
100425564,1180882758_175625009_233014125_335213367_336861377_463754189_505270873_803305478_950323118_	
1004914418,439533062_	
1004933724,1478593446_	
1005164108,89990662_	
1005186536,165926984_	
1005276990,1090739330_	
100528576,229701194_	
1005481789,635884259_	
1005863744,1909923745_	
1005967512,1075488427_	
1006588099,1078410548_	
100673903,445974729_	
100686188,1590621566_	
100689737,1655058109_	
100702141,167206416_	
1007261401,1307697036_	
1007741587,67670694_	
1007949480,1674162572_	
100801408,173224939_	
1008144145,1582021376_	
1008456702,290142031_	
1008694135,34576163_	
100876567,22813260_	
1008808886,1026560666_	
100894445,385310707_	
100917958,192549085_356213695_	
1009230804,242878392_	
1009299180,91000682_	
1009317156,2203414527_	
1009677474,349488666_	
1009793576,896415200_	
1009832930,2213350795_	
1010076786,22411359_	
101008097,460291544_	
1010257190,500400892_	
1010351130,346712434_	
1010355624,344316517_	
1010710741,2184774193_	
101078706,753665432_	
1011080509,305164534_	
101111179,238376170_	
101112894,628723669_	
1011189289,17865746_	
1011392172,814307312_	
1011489150,438760284_	
10116502,413172977_	
1012402951,1593365605_	
1012413248,357926177_	
1012647685,127747392_	
101267573,136317760_	
1012703083,1575542544_	
101293158,539577996_	
101333534,1072568894_1870053566_2311004221_258598442_361044741_553012162_	
101344552,1188630018_	
1013829726,150326682_	
1013851650,530841310_	
101385271,789535165_	
1013973422,618340882_	
101428363,26181666_	
1014364969,437419256_	
1014379333,522876109_	
1014384163,827698128_	
1014945836,1402919858_	
1014945990,561695054_	
101545585,324023309_	
1015481077,2290612253_421472486_	
101584029,448141724_	
1015871712,1590163668_	
