1000014354,1226197861_	
1000068324,1382170873_	
1000182746,34169428_	
10003742,399788089_	
1000684177,346228015_	
1000722691,1313411239_892363214_	
1000845030,723105342_890279888_	
1001012052,477886637_	
1001052673,1948058228_	
1001123611,599874382_	
100137587,458387370_	
1001398718,2285165916_	
100192159,55563492_	
100197955,323997277_	
1002012506,1908623646_895673300_	
1002199980,732076094_	
1002288054,505324081_	
100228937,99958348_	
100230323,106137072_	
1002309236,529428530_	
1002504396,711069749_	
1002516163,48893589_	
1002597391,1060740396_	
1002752042,733331690_	
1002851442,915849456_	
1002912342,811101288_	
100295563,367558081_	
1003022354,325135029_	
1003068043,59738624_	
1003078508,560586540_	
1003127305,1636865928_	
1003195135,598625179_	
1003343754,55624398_	
100338893,2246527049_611284383_	
100344822,975035965_	
100360698,233707925_	
1003886058,584758860_	
100412631,396135259_	
1004361666,145781053_	
1004976098,741847884_	
1005165210,2321188922_2321252965_2321299718_2321330760_2321369966_2321387370_2321985380_	
1005197060,2190301349_	
1005340322,2295307375_	
1005459343,1304821032_	
1005658801,1939735292_	
1005747918,1492059769_	
1005762121,367129364_	
1005775778,93241050_	
1005960277,547752510_	
100606370,570925612_	
1006587073,2198672115_	
10069612,174098184_	
100696446,96935454_	
1007023922,348698292_	
100724180,196500134_	
1007612916,1660126236_	
1007648882,476945643_	
100781104,1694046415_	
1007861780,311088867_433688196_	
1007863838,584944822_	
1007891894,1575742584_	
100805121,1910721170_	
1008087294,360824349_	
100817931,1656919333_	
1008314773,1323366013_	
100833534,462219241_	
1008769416,1079941436_1234339122_135863004_1437211351_1555130126_1622135179_220302036_2271224036_2292447998_2317069404_319397228_525088297_606227718_	
100878817,2200165794_	
1009525843,248944200_	
1009640888,542062253_	
1009656960,420535866_	
1009959416,766263422_	
1010033718,633467485_	
101013378,503280452_	
1010217762,480769151_	
101031781,92169169_	
101042246,301031317_	
1010434993,834309542_	
101051682,314835210_	
1010671586,23330683_	
101073816,257724754_	
1010885450,924869214_	
101097196,580460801_	
101134807,269986523_	
1011476070,181820159_	
101164760,2211792000_854840900_86559191_	
101173076,2206569694_	
101180748,42550822_	
1011881286,1536565424_1667335543_1698369908_2253963352_354979039_411822371_625307761_756496129_95199765_	
1011901,1649262992_	
1011941815,1463127590_	
1011962850,1553071507_	
1011969332,1655694013_	
1012078868,1027150387_	
1012246238,256129087_	
1012496544,1270403994_	
101264587,2181569994_36205737_	
1012937012,753000756_	
101302548,737101170_	
101305467,265170314_	
1013484230,481936732_	
1013586997,429346654_	
1013661722,776785532_	
1013699214,1857792079_220364568_2271989242_	
1013766372,2290557222_	
101382236,1685662226_	
1013861432,797461218_	
101393807,540214073_	
101400282,1463299382_	
1014234751,109749906_1275632460_1703327924_1943156454_2172249833_2196652358_249738893_303379616_327553447_36838724_415210797_431833738_603261471_704108634_975062280_	
1014332646,116749877_	
1014437534,436129873_	
1014560538,905189695_	
101481881,39221796_	
1015214520,895983055_	
1015276645,914716470_	
1015296224,759548443_	
1015333310,1184859770_214766629_799335907_	
1015334528,225063993_	
1015708160,263678643_	
101575842,1723415612_	
101581827,2203427902_220586663_281234120_335614629_348176860_	
1016025997,337129389_	
1016060906,39704829_	
1016188460,1133027082_	
1016204581,512078398_549422417_	
1016219582,704683110_	
101629091,2155403492_	
101636959,543910774_	
1016571794,366977094_	
1016588216,2310761358_	
1016602818,438069521_	
1016680728,100027855_1035171788_1339325862_1347066084_134929415_1359237824_1368932568_1517536410_1554395450_156947256_1577189594_1663887146_1666391268_171019556_192985011_214851222_219380629_2208077483_2237024987_2266834050_259789768_277505406_319712928_335096642_354093099_373637709_379995450_415794373_427524709_462727114_46480314_469905307_515536291_573092148_600561981_60641100_613058751_65242164_730290324_879251922_919303910_977653706_980753514_99460802_996245701_	
1016780982,556950037_	
1016823451,1190010540_366752104_	
1016856799,213123235_	
1017214646,2274681072_	
1017678865,1714455704_2196307366_	
1017793770,1016770028_1103333863_1417230271_1432152974_1434855230_1473311646_1718226354_1946234004_2193568796_220310844_2222917686_2250267518_2291422980_2295575894_2306414346_374344538_636870067_715001943_802284962_912585044_938386867_950235906_	
1017980005,109599351_221750196_	
1018040520,409643355_	
1018217851,1098735499_	
1018442138,1056570920_	
1018467296,232043859_	
1018549476,494598102_	
101871340,622797688_	
1018739820,104936870_	
101879887,1443825356_	
1018834747,750534577_	
1018997203,347662812_	
1019084047,329097777_	
101919227,222967169_	
1019256254,1961131327_	
10196452,389768787_615026809_	
101978972,1031571980_1041412080_107899498_129557199_1623689252_1635869576_183803006_1880613427_2174812079_2183486604_2196223708_2199775180_2271948938_291185969_359626374_364588772_526925436_529384378_532874142_572796841_579322415_722454336_736822891_894393578_	
1019836694,1573988748_	
101996227,132737162_	
1019965158,16429768_	
1020092072,1040055091_164837160_	
1020197359,47688979_	
102061698,426805307_	
1020637183,1041074107_	
1020696116,978341911_	
1020892536,39285819_	
1020983221,1248231980_1338975896_1517750983_1520439192_1669806380_2153970054_2270985033_2307246897_2320969742_302520101_525105285_	
1021017955,747668149_	
1021302925,254949942_	
10215212,1310213893_200421052_300854788_31370801_389755062_	
1021546364,158105116_1884822128_2190215031_238763648_263964955_331305544_453313266_458033701_514455143_59955908_93096718_	
1021557368,1399938066_1661662878_222448175_297278050_51393096_63021055_	
1021840742,2265750683_	
10222282,22663407_	
1022276389,1619164279_	
102268884,119338968_298368845_	
1022779850,900667856_	
102281134,165929754_324163785_	
1022841877,1720628166_	
1022863122,1054101739_1210427996_1486799076_1650310753_611833145_618570417_	
102287084,1942417842_	
1022870850,19668811_	
1022966736,150849620_1512105024_581367054_936811435_	
1022972707,2245295535_	
1023189882,1661290753_	
102401151,1686133272_2307631899_563360049_727125552_785116993_852193129_	
1024117062,603316837_	
102415130,2299232227_2299305624_2299560918_	
102494944,27179975_	
1024957020,223621470_	
1025024780,2182675861_	
1025130872,632014713_	
1025133084,532573292_	
1025242382,1404692846_	
1025364224,1470976364_971394422_	
1025487655,284333757_	
1025645323,776680195_	
102580841,485023637_	
1026084090,18352524_2184658813_	
1026096564,551726708_	
1026205939,1776783415_	
1026332905,202407185_296254283_	
1026557192,23085048_	
1026566390,30613610_	
1026576246,603158620_	
1026643075,2298002582_	
102672485,1580222750_	
1026898946,1128425486_	
1026953539,80155762_	
1027039879,724269403_	
1027056259,249968240_	
1027058947,100306584_	
102718482,14404182_	
1027230391,114883109_	
1027468104,79869003_	
1027470883,180455671_73196995_	
102756674,176156711_	
1027715610,115175588_	
102779172,1451992267_	
1027812091,404480246_	
102782476,1054353186_	
1027915544,1659117463_	
1028030960,1463329550_	
1028039304,48891880_	
102807095,350584699_499535959_	
1028477252,1638540012_1660346161_	
1028706985,1020665822_1075210513_1330530289_1400763985_1699395516_2176755228_2206955474_297676926_401105882_451683118_600682047_721021922_848146628_85354452_921787256_	
1028752352,2294652535_	
102875975,605556964_	
102886510,836081942_	
1028899310,410323976_	
1028926946,222537678_	
1028999340,521476634_	
1029116228,121213242_527402146_	
1029292628,1189760371_	
1029487634,2273595214_	
1029564823,1666359337_	
1029615895,112897794_	
102977713,18450419_	
103005160,1876052161_	
1030056738,867467724_929970062_	
103009843,1610836093_	
1030137728,545979111_	
1030471880,1296026040_	
103065157,1251926676_308643904_54186538_	
1030852099,1972634870_	
1030950386,405989573_	
1030977014,1110350586_	
1031166378,2294604183_	
103119309,2206914977_	
1031283950,1539269862_	
1031298391,193460986_	
1031479152,242897524_	
103153812,334163272_	
1031566141,103653535_	
1031631234,106744401_	
1031633803,1355938002_1965755706_321028881_422957685_	
1031641111,2220283761_730430407_	
103165887,1187676295_217063134_	
1031910422,450856729_	
103200306,272254083_	
103205402,2305557139_	
1032060740,1371007082_	
103210631,266149259_	
103252960,296696413_546027184_	
103253933,318385469_	
1032624312,1195725121_	
103276382,561032333_	
1032780517,1916928972_	
1033024292,850293462_	
1033230666,305384553_603527233_879097094_	
1033309381,1195715582_1620552636_	
1033347048,2160573534_	
103358016,1321521054_1596356370_1668959012_390084456_	
1033665702,518137123_	
