1000173420,1219490592_	
1000293085,1708092337_	
100038437,28307223_	
100039032,1010085961_	
100042714,233249034_	
1000442990,37346958_	
1000451838,613910015_	
100046697,1280580308_383855976_570048767_	
1000669328,482124714_	
1000674529,102397340_	
1000718972,115816377_	
1000758403,2185395771_	
1000827038,160702715_	
1001040344,379224041_	
1001070493,1094183563_	
100107653,904881709_	
1001087678,449737919_	
100109200,25925913_	
100123158,67979167_	
1001387971,635216098_	
1002038012,2278192951_	
100220864,1000677163_1163764291_1244365454_1319170538_134051130_137876984_1403169247_141069743_156572084_1625784680_1854373777_1864916845_188052556_2152149752_2152979415_216899424_218646595_2221739568_2232548201_2271400419_2306777493_2307999283_272127741_350520145_355159369_382291709_382677822_409819224_426577484_442420574_445657545_481397798_518945897_519892467_520660690_53811472_577343094_585046530_604853131_611341220_612268316_624917453_66607689_713168658_75269679_770463008_774244616_799085917_843442153_852211302_880313346_916247690_	
1002375524,232631508_	
1002708829,1396114680_	
1002882828,875056076_	
1002911311,103229124_	
1002993162,1102128230_1602553544_	
1003025467,522603475_	
100308189,246445858_	
100308854,55109781_	
1003097833,972918368_	
1003163780,455214094_	
1003706611,1901097475_	
100425376,409647655_	
100433125,1673876102_	
1004511464,1019880745_	
1004533514,616907350_	
100480088,770359442_	
1004803616,877221727_	
1004810035,1331978952_	
1004835403,552388580_	
1005334370,353726546_	
100604597,207731480_	
1006152882,1307050813_	
100629223,740046889_	
1006312580,2203784264_	
1006502035,369895122_	
1007045060,504915978_	
1007214656,250142820_	
100741629,411899633_	
1007423760,1002887096_	
100748531,579379762_	
1007487278,214503148_2287345062_555706812_580064277_58618009_59126611_	
1007506423,58465088_	
1007606635,331853834_	
1007858726,50703546_	
1007886012,457932148_	
1007907908,2151628374_	
100791301,1606826924_	
1007982626,43287727_	
1008039902,78164896_	
1008044088,556895175_	
100815374,1254709004_2218018687_633762484_885808321_	
1008158846,293840881_	
1008182660,2176741759_	
100842674,394879099_518776331_58684655_	
100861833,342834356_	
10086382,255525802_	
1008831763,1606555988_	
100934262,359038537_	
1009448022,1252347685_	
1009691034,136684305_	
1009785415,358517619_	
1009890415,228084038_	
1010046463,2310206503_	
101012795,1676998122_452066000_	
1010177846,848559972_	
1010185777,305495810_93016938_	
101036028,1055491123_129529215_28672782_	
1010372796,233550417_	
1010468647,1370599742_	
1010594612,2225099733_	
101081934,2192691169_	
1011127592,406375274_	
101114946,32256826_	
1011264260,374468630_	
101150835,144092203_	
1011661890,2160819500_	
1011811424,1317417578_	
101182251,1193516251_1215048612_	
101186654,246948834_	
1012085040,338029012_	
1012440787,416206952_477884575_	
1012677205,1677467653_	
101279663,810512719_	
1012942190,465447108_	
101301573,944628804_	
101331862,333178711_	
101332261,80969285_	
1013453820,117778179_	
101348921,1634929346_392420691_470548171_	
1013497220,703763699_	
1013806501,752391458_	
1013892762,558087797_	
10139,6153072_	
1013981515,2195854996_	
101408477,29572285_	
1014156601,525378038_	
101424556,2285807311_466538624_	
1014310363,1682286654_	
1014532543,41083129_	
